nombre_archivo1,nombre_archivo2,similaridad
ame86.txt,hte35.txt,1.169
ame86.txt,hte57.txt,1.122
ame86.txt,hte190.txt,1.488
ame86.txt,hte219.txt,1.425
ame86.txt,hte319.txt,1.504
ame86.txt,mul11.txt,1.201
ame86.txt,mul27.txt,1.345
ame86.txt,mul41.txt,1.147
ame86.txt,mul54.txt,1.31
ame86.txt,mul74.txt,1.056
ame86.txt,mul79.txt,1.236
ame86.txt,mul91.txt,1.525
ame86.txt,mul97.txt,1.367
ame86.txt,peh66.txt,1.277
ame86.txt,peh88.txt,1.013
ame86.txt,peh200.txt,1.048
ame86.txt,peh218.txt,1.227
ame86.txt,peh288.txt,1.092
ame86.txt,pko64.txt,1.138
ame86.txt,pko112.txt,1.178
ame86.txt,pko127.txt,1.057
ame86.txt,pko163.txt,1.101
ame86.txt,pko170.txt,1.187
ame86.txt,pko200.txt,1.149
ame86.txt,pko251.txt,1.085
ame86.txt,pnl82.txt,1.011
ame86.txt,prz33.txt,1.46
ame86.txt,prz134.txt,1.223
ame86.txt,prz143.txt,1.223
ame86.txt,prz191.txt,1.198
ame86.txt,prz205.txt,1.697
ame86.txt,prz293.txt,1.139
ame86.txt,saq8.txt,1.594
ame86.txt,saq236.txt,1.849
ame86.txt,smu2.txt,1.017
ame86.txt,smu134.txt,1.106
ame86.txt,smu185.txt,1.059
ame86.txt,smu251.txt,1.204
ame86.txt,smu283.txt,1.114
ame86.txt,sra42.txt,1.248
ame86.txt,sra64.txt,1.051
ame86.txt,sra126.txt,1.757
ame86.txt,sra133.txt,1.007
ame86.txt,sra144.txt,1.471
ame86.txt,sra216.txt,1.076
ame86.txt,sra230.txt,1.03
ame86.txt,toi29.txt,1.057
ame86.txt,toi105.txt,1.034
ame86.txt,toi185.txt,1.208
ame86.txt,tvh54.txt,1.018
ame86.txt,tvh68.txt,1.283
ame86.txt,tvh98.txt,1.312
ame86.txt,tvh134.txt,1.16
ame86.txt,tvh149.txt,1.087
ame194.txt,eft172.txt,1.317
ame195.txt,avk0.txt,1.064
ame195.txt,bah48.txt,1.132
ame195.txt,bmu392.txt,1.199
ame195.txt,bwa297.txt,1.547
ame195.txt,euz139.txt,1.071
ame195.txt,gqc98.txt,1.562
ame195.txt,gqc130.txt,1.254
ame195.txt,hmd219.txt,2.361
ame195.txt,hsz76.txt,1.487
ame195.txt,hte138.txt,1.293
ame195.txt,hte269.txt,1.242
ame195.txt,hte283.txt,1.224
ame195.txt,hte357.txt,1.555
ame196.txt,ame200.txt,1.191
ame196.txt,ame230.txt,1.277
ame196.txt,ame238.txt,1.163
ame196.txt,ame282.txt,1.033
ame196.txt,bah105.txt,1.42
ame196.txt,bah270.txt,1.121
ame196.txt,bgt360.txt,1.2
ame196.txt,bwa297.txt,1.046
ame196.txt,ckh114.txt,1.028
ame196.txt,emt102.txt,1.06
ame196.txt,enq14.txt,1.009
ame196.txt,esv276.txt,1.001
ame196.txt,euz77.txt,1.032
ame196.txt,euz143.txt,1.154
ame196.txt,euz277.txt,1.062
ame196.txt,evj284.txt,1.094
ame196.txt,gqc65.txt,1.248
ame196.txt,gqc125.txt,1.341
ame196.txt,hal207.txt,1.125
ame196.txt,hte123.txt,1.219
ame196.txt,hte441.txt,1.173
ame196.txt,peh261.txt,1.294
ame196.txt,pnl142.txt,1.042
ame196.txt,prz72.txt,1.16
ame196.txt,prz165.txt,1.211
ame196.txt,prz184.txt,1.21
ame196.txt,saq112.txt,1.077
ame196.txt,toi185.txt,1.003
ame196.txt,tyc18.txt,1.184
ame196.txt,tyc36.txt,1.033
ame197.txt,ame199.txt,1.031
ame197.txt,ame230.txt,1.519
ame197.txt,ame236.txt,1.741
ame197.txt,ame238.txt,1.076
ame197.txt,ame283.txt,1.338
ame197.txt,hte84.txt,1.121
ame197.txt,pnl9.txt,1.074
ame197.txt,pnl35.txt,1.005
ame198.txt,ame202.txt,1.126
ame198.txt,ame230.txt,1.215
ame198.txt,ame283.txt,1.113
ame198.txt,bah208.txt,1.329
ame198.txt,bah270.txt,1.031
ame198.txt,bgt183.txt,1.043
ame198.txt,bwa8.txt,1.73
ame198.txt,edo90.txt,1.325
ame198.txt,evj167.txt,1.404
ame198.txt,hce238.txt,1.078
ame198.txt,prz50.txt,1.056
ame198.txt,saq141.txt,1.448
ame198.txt,saq173.txt,1.241
ame198.txt,smu134.txt,1.147
ame198.txt,sra159.txt,1.265
ame198.txt,tyc16.txt,1.104
ame199.txt,ame230.txt,2.187
ame199.txt,ame282.txt,1.207
ame199.txt,hte219.txt,1.039
ame199.txt,smu12.txt,1.068
ame199.txt,tvh25.txt,1.001
ame200.txt,bah107.txt,1.059
ame200.txt,bgt52.txt,1.052
ame200.txt,bwa242.txt,1.228
ame200.txt,peh295.txt,1.187
ame200.txt,prz141.txt,1.027
ame200.txt,tyc0.txt,1.043
ame202.txt,ame203.txt,1.646
ame202.txt,ame204.txt,1.101
ame202.txt,ame230.txt,1.989
ame202.txt,ame239.txt,1.263
ame202.txt,ame282.txt,1.431
ame202.txt,bah105.txt,1.077
ame202.txt,bah107.txt,1.421
ame202.txt,bmu9.txt,1.013
ame202.txt,bwa233.txt,1.039
ame202.txt,bwa242.txt,1.234
ame202.txt,ecu52.txt,1.154
ame202.txt,ecu179.txt,1.22
ame202.txt,ecu249.txt,1.386
ame202.txt,edo96.txt,1.011
ame202.txt,eft6.txt,1.333
ame202.txt,eft172.txt,1.124
ame202.txt,enq48.txt,1.022
ame202.txt,enq219.txt,1.036
ame202.txt,erk127.txt,1.055
ame202.txt,esv24.txt,1.151
ame202.txt,esv39.txt,1.222
ame202.txt,exw7.txt,1.16
ame202.txt,gqc164.txt,1.327
ame202.txt,mul97.txt,1.066
ame202.txt,peh63.txt,1.199
ame202.txt,peh163.txt,1.197
ame202.txt,pko112.txt,1.074
ame202.txt,pnl53.txt,1.125
ame202.txt,prz8.txt,1.365
ame202.txt,prz184.txt,1.155
ame202.txt,prz231.txt,1.024
ame202.txt,prz246.txt,1.014
ame202.txt,saq250.txt,1.544
ame202.txt,tyc36.txt,1.197
ame203.txt,ame204.txt,1.346
ame203.txt,ame230.txt,1.372
ame203.txt,ame283.txt,1.311
ame203.txt,bmu9.txt,1.149
ame203.txt,bmu39.txt,1.025
ame203.txt,eft6.txt,1.079
ame203.txt,hal121.txt,1.004
ame203.txt,hce223.txt,1.066
ame203.txt,hsz102.txt,1.018
ame203.txt,peh63.txt,1.169
ame203.txt,pko127.txt,1.05
ame203.txt,pnl53.txt,1.009
ame203.txt,pnl262.txt,1.01
ame203.txt,prz33.txt,1.034
ame203.txt,saq173.txt,1.092
ame203.txt,smu251.txt,1.136
ame204.txt,ame230.txt,2.426
ame204.txt,ame236.txt,1.341
ame204.txt,bgt99.txt,1.001
ame204.txt,bmu362.txt,1.181
ame204.txt,bwa242.txt,1.274
ame204.txt,ecu61.txt,1.023
ame204.txt,edo56.txt,1.206
ame204.txt,edo90.txt,1.037
ame204.txt,edo274.txt,1.039
ame204.txt,ehc207.txt,1.059
ame204.txt,emt119.txt,1.108
ame204.txt,erk105.txt,1.285
ame204.txt,esv53.txt,1.097
ame204.txt,esv95.txt,1.046
ame204.txt,euz131.txt,1.172
ame204.txt,evj202.txt,1.007
ame204.txt,gqc233.txt,1.011
ame204.txt,hal186.txt,1.327
ame204.txt,peh210.txt,1.101
ame204.txt,pko18.txt,1.19
ame204.txt,pko127.txt,1.024
ame204.txt,pnl53.txt,1.264
ame204.txt,prz8.txt,1.159
ame204.txt,prz30.txt,1.03
ame204.txt,prz58.txt,1.372
ame204.txt,prz217.txt,1.048
ame204.txt,saq173.txt,1.13
ame204.txt,smu134.txt,1.102
ame204.txt,smu251.txt,1.058
ame204.txt,sra42.txt,1.245
ame205.txt,hsz32.txt,1.077
ame229.txt,bgt157.txt,1.023
ame229.txt,bgt160.txt,1.021
ame229.txt,bmu89.txt,1.14
ame229.txt,bmu270.txt,1.111
ame229.txt,bmu362.txt,1.255
ame229.txt,edo109.txt,1.044
ame229.txt,emt186.txt,1.044
ame229.txt,erk62.txt,1.262
ame229.txt,esv60.txt,1.166
ame229.txt,esv269.txt,1.324
ame229.txt,gqc70.txt,1.136
ame229.txt,mul54.txt,1.152
ame229.txt,mul58.txt,1.101
ame229.txt,pko71.txt,1.136
ame229.txt,pko98.txt,1.549
ame229.txt,pnl82.txt,1.131
ame229.txt,pnl125.txt,1.029
ame229.txt,pnl251.txt,1.041
ame229.txt,prz8.txt,1.217
ame229.txt,prz30.txt,1.145
ame229.txt,saq250.txt,1.007
ame229.txt,smu50.txt,1.033
ame230.txt,ame239.txt,1.018
ame230.txt,ame282.txt,1.618
ame230.txt,ame283.txt,1.163
ame230.txt,bah271.txt,1.057
ame230.txt,edo248.txt,1.128
ame230.txt,eft144.txt,1.008
ame230.txt,gqc164.txt,1.279
ame230.txt,hte84.txt,1.301
ame230.txt,tyc18.txt,1.485
ame231.txt,bgt142.txt,1.199
ame231.txt,ckh159.txt,1.028
ame236.txt,bah107.txt,1.216
ame236.txt,bgt183.txt,1.008
ame236.txt,bwa65.txt,1.155
ame236.txt,edo56.txt,1.139
ame236.txt,edo274.txt,1.159
ame236.txt,peh295.txt,1.331
ame236.txt,prz127.txt,1.092
ame236.txt,sra159.txt,1.405
ame237.txt,bah107.txt,1.263
ame237.txt,bwa297.txt,2.009
ame237.txt,edo291.txt,1.252
ame237.txt,edo292.txt,1.194
ame237.txt,eft49.txt,1.235
ame237.txt,enq35.txt,1.001
ame237.txt,euz223.txt,1.606
ame237.txt,evj145.txt,1.047
ame237.txt,gqc50.txt,1.32
ame237.txt,gqc98.txt,1.033
ame237.txt,gqc130.txt,1.371
ame237.txt,hal186.txt,1.065
ame237.txt,hmd204.txt,1.107
ame237.txt,hmd219.txt,1.479
ame237.txt,hmd400.txt,1.182
ame237.txt,hsz32.txt,1.692
ame237.txt,hsz76.txt,1.101
ame237.txt,hte211.txt,1.026
ame237.txt,hte357.txt,1.397
ame237.txt,mul11.txt,1.023
ame237.txt,peh12.txt,1.004
ame237.txt,pnl60.txt,1.169
ame237.txt,pnl110.txt,1.058
ame237.txt,prz246.txt,1.236
ame237.txt,saq233.txt,1.017
ame238.txt,ame282.txt,1.151
ame238.txt,bah107.txt,1.052
ame238.txt,bwa242.txt,1.365
ame238.txt,bwa298.txt,1.17
ame238.txt,eft49.txt,1.081
ame238.txt,evj265.txt,1.101
ame238.txt,hce180.txt,1.324
ame238.txt,hce223.txt,1.059
ame238.txt,hmd275.txt,1.005
ame238.txt,hte130.txt,1.091
ame238.txt,hte190.txt,1.231
ame238.txt,peh63.txt,1.052
ame238.txt,sra126.txt,1.016
ame239.txt,ame283.txt,1.134
ame239.txt,emt157.txt,2.078
ame239.txt,erk48.txt,1.166
ame282.txt,bwa242.txt,1.074
ame282.txt,enq132.txt,1.164
ame282.txt,erk290.txt,1.021
ame282.txt,evj265.txt,1.038
ame282.txt,hal121.txt,1.085
ame282.txt,sra126.txt,1.223
ame283.txt,ame290.txt,1.159
ame283.txt,bgt16.txt,1.039
ame283.txt,bgt213.txt,1.001
ame283.txt,edo90.txt,1.308
ame283.txt,eft49.txt,1.455
ame283.txt,erk298.txt,1.289
ame283.txt,esv53.txt,1.092
ame283.txt,euz131.txt,1.191
ame283.txt,euz143.txt,1.163
ame283.txt,evj189.txt,1.442
ame283.txt,hal121.txt,1.096
ame283.txt,hce7.txt,1.014
ame283.txt,hmd325.txt,1.401
ame283.txt,hsz102.txt,1.07
ame283.txt,hte219.txt,1.416
ame283.txt,hte319.txt,1.096
ame283.txt,peh288.txt,1.492
ame283.txt,pko134.txt,1.289
ame283.txt,pko196.txt,1.023
ame283.txt,prz134.txt,1.179
ame283.txt,prz141.txt,1.107
ame283.txt,prz143.txt,1.179
ame290.txt,edo90.txt,1.472
ame290.txt,hmd387.txt,1.096
ame290.txt,prz30.txt,1.006
ame290.txt,tyc27.txt,1.032
avk0.txt,bah107.txt,1.288
avk0.txt,bmu143.txt,1.179
avk0.txt,bmu200.txt,1.537
avk0.txt,bmu201.txt,1.084
avk0.txt,bmu299.txt,1.648
avk0.txt,bmu315.txt,1.105
avk0.txt,bmu385.txt,1.025
avk0.txt,bmu389.txt,1.069
avk0.txt,bmu392.txt,1.13
avk0.txt,bwa86.txt,1.316
avk0.txt,bwa87.txt,1.1
avk0.txt,bwa249.txt,1.196
avk0.txt,bwa297.txt,1.008
avk0.txt,ckh170.txt,1.57
avk0.txt,ecu111.txt,1.022
avk0.txt,ecu237.txt,1.173
avk0.txt,edo8.txt,1.306
avk0.txt,edo109.txt,1.258
avk0.txt,edo238.txt,1.1
avk0.txt,edo292.txt,1.038
avk0.txt,ehc19.txt,1.243
avk0.txt,ehc244.txt,1.013
avk0.txt,emt186.txt,1.258
avk0.txt,enq103.txt,1.001
avk0.txt,enq167.txt,1.498
avk0.txt,esv53.txt,1.179
avk0.txt,euz2.txt,1.217
avk0.txt,euz139.txt,1.38
avk0.txt,euz191.txt,1.211
avk0.txt,euz211.txt,1.216
avk0.txt,euz223.txt,1.669
avk0.txt,euz240.txt,1.324
avk0.txt,gqc125.txt,1.259
avk0.txt,gqc197.txt,1.324
avk0.txt,hal56.txt,1.34
avk0.txt,hal92.txt,1.176
avk0.txt,hmd204.txt,1.275
avk0.txt,hmd219.txt,1.569
avk0.txt,hmd365.txt,2.342
avk0.txt,hsz15.txt,1.114
avk0.txt,hsz76.txt,1.221
avk0.txt,hsz102.txt,1.044
avk0.txt,hsz131.txt,1.007
avk0.txt,hsz193.txt,1.285
avk0.txt,hte5.txt,1.08
avk0.txt,hte138.txt,1.511
avk0.txt,hte211.txt,1.431
avk0.txt,hte283.txt,1.27
avk0.txt,hte342.txt,1.084
avk0.txt,hte357.txt,1.692
avk0.txt,mul11.txt,1.088
avk0.txt,mul74.txt,1.103
avk0.txt,peh149.txt,1.414
avk0.txt,peh178.txt,1.093
avk0.txt,pko0.txt,1.013
avk0.txt,pko79.txt,1.009
avk0.txt,pko127.txt,1.02
avk0.txt,pko194.txt,1.026
avk0.txt,prz8.txt,1.175
avk0.txt,prz12.txt,1.058
avk0.txt,prz141.txt,1.033
avk0.txt,prz184.txt,1.046
avk0.txt,prz205.txt,1.936
avk0.txt,saq87.txt,1.093
avk0.txt,smu94.txt,1.411
avk0.txt,smu178.txt,1.208
avk0.txt,smu345.txt,1.053
avk0.txt,toi103.txt,1.153
avk27.txt,bah200.txt,1.006
avk27.txt,bgt304.txt,2.243
avk27.txt,ecu47.txt,1.019
avk27.txt,ecu61.txt,1.02
avk27.txt,edo101.txt,1.114
avk27.txt,erk0.txt,1.269
avk27.txt,esv315.txt,1.019
avk27.txt,tyc25.txt,1.053
bah0.txt,ecu212.txt,1.014
bah1.txt,bah48.txt,1.056
bah1.txt,bah239.txt,1.042
bah1.txt,bgt16.txt,1.033
bah1.txt,bgt347.txt,1.006
bah1.txt,bwa87.txt,1.147
bah1.txt,bwa235.txt,1.402
bah1.txt,ckh197.txt,1.414
bah1.txt,ecu242.txt,1.416
bah1.txt,ecu249.txt,1.027
bah1.txt,ehc64.txt,1.176
bah1.txt,ehc182.txt,1.01
bah1.txt,hal92.txt,1.161
bah1.txt,hce238.txt,1.08
bah1.txt,hce252.txt,1.249
bah1.txt,hsz15.txt,1.431
bah1.txt,hte138.txt,1.077
bah1.txt,hte167.txt,1.487
bah1.txt,peh163.txt,1.03
bah5.txt,bah7.txt,1.236
bah5.txt,bah61.txt,1.624
bah5.txt,bgt152.txt,1.52
bah5.txt,bgt297.txt,1.082
bah5.txt,bwa0.txt,1.446
bah5.txt,ecu157.txt,1.305
bah5.txt,ehc207.txt,1.013
bah5.txt,emt102.txt,1.258
bah5.txt,enq48.txt,1.32
bah5.txt,evj250.txt,1.073
bah5.txt,gqc208.txt,1.094
bah5.txt,pnl9.txt,1.948
bah5.txt,saq233.txt,1.323
bah5.txt,smu170.txt,1.33
bah5.txt,sra238.txt,1.029
bah5.txt,toi154.txt,1.148
bah5.txt,tyc6.txt,1.201
bah7.txt,bah10.txt,1.711
bah7.txt,bah147.txt,1.033
bah7.txt,bah252.txt,1.569
bah7.txt,bgt53.txt,1.071
bah7.txt,bgt152.txt,1.596
bah7.txt,bgt157.txt,1.371
bah7.txt,bgt160.txt,1.365
bah7.txt,bmu270.txt,1.029
bah7.txt,bwa297.txt,1.016
bah7.txt,ecu157.txt,1.424
bah7.txt,ecu169.txt,1.121
bah7.txt,edo14.txt,2.041
bah7.txt,ehc244.txt,1.101
bah7.txt,emt72.txt,1.184
bah7.txt,enq132.txt,1.066
bah7.txt,eqw56.txt,1.106
bah7.txt,erk112.txt,1.059
bah7.txt,esv182.txt,1.294
bah7.txt,esv232.txt,1.552
bah7.txt,gqc130.txt,1.078
bah7.txt,peh254.txt,1.068
bah7.txt,peh269.txt,1.13
bah7.txt,pko172.txt,1.017
bah7.txt,pnl132.txt,1.193
bah7.txt,prz112.txt,1.193
bah7.txt,prz253.txt,1.089
bah7.txt,saq47.txt,1.48
bah7.txt,saq94.txt,1.552
bah7.txt,tvh47.txt,1.109
bah15.txt,bah27.txt,1.42
bah15.txt,bah63.txt,1.08
bah15.txt,bah104.txt,1.297
bah15.txt,bah200.txt,1.386
bah15.txt,bgt179.txt,1.63
bah15.txt,bmu58.txt,1.038
bah15.txt,bwa8.txt,1.028
bah15.txt,bwa132.txt,1.467
bah15.txt,ecu302.txt,1.32
bah15.txt,edo20.txt,1.326
bah15.txt,edo26.txt,2.134
bah15.txt,eft187.txt,1.123
bah15.txt,emt102.txt,1.207
bah15.txt,enq103.txt,1.005
bah15.txt,enq219.txt,1.047
bah15.txt,esv53.txt,1.132
bah15.txt,esv276.txt,1.265
bah15.txt,euz77.txt,1.043
bah15.txt,euz167.txt,1.11
bah15.txt,evj21.txt,1.083
bah15.txt,evj167.txt,1.095
bah15.txt,evj189.txt,1.089
bah15.txt,evj202.txt,1.172
bah15.txt,evj265.txt,1.04
bah15.txt,evj284.txt,1.033
bah15.txt,hal56.txt,1.136
bah15.txt,hce238.txt,1.012
bah15.txt,hmd53.txt,1.065
bah15.txt,hsz102.txt,1.075
bah15.txt,hte5.txt,1.011
bah15.txt,hte276.txt,1.214
bah15.txt,peh12.txt,1.089
bah15.txt,prz36.txt,1.028
bah15.txt,prz94.txt,1.16
bah15.txt,prz127.txt,1.556
bah15.txt,prz246.txt,1.682
bah15.txt,smu192.txt,1.179
bah15.txt,smu283.txt,1.004
bah15.txt,sra159.txt,1.005
bah15.txt,sra177.txt,1.178
bah15.txt,sra216.txt,1.073
bah15.txt,toi36.txt,1.09
bah15.txt,tvh47.txt,1.128
bah15.txt,tvh61.txt,1.018
bah15.txt,tvh98.txt,1.163
bah27.txt,bah62.txt,1.342
bah27.txt,bah63.txt,1.12
bah27.txt,bah200.txt,1.335
bah27.txt,bgt35.txt,1.021
bah27.txt,bgt179.txt,1.184
bah27.txt,bwa8.txt,1.116
bah27.txt,bwa132.txt,1.358
bah27.txt,bwa233.txt,1.085
bah27.txt,bwa242.txt,1.604
bah27.txt,bwa249.txt,1.037
bah27.txt,ecu61.txt,1.18
bah27.txt,ecu111.txt,1.033
bah27.txt,ecu249.txt,1.081
bah27.txt,ecu302.txt,1.222
bah27.txt,edo20.txt,1.663
bah27.txt,edo26.txt,1.688
bah27.txt,enq103.txt,1.323
bah27.txt,esv276.txt,1.163
bah27.txt,evj21.txt,1.025
bah27.txt,evj174.txt,1.174
bah27.txt,evj181.txt,1.898
bah27.txt,evj265.txt,1.24
bah27.txt,exw96.txt,1.368
bah27.txt,peh63.txt,1.025
bah27.txt,peh88.txt,1.119
bah27.txt,peh149.txt,1.128
bah27.txt,peh200.txt,1.135
bah27.txt,prz8.txt,1.225
bah27.txt,prz36.txt,1.202
bah27.txt,prz239.txt,1.31
bah27.txt,smu330.txt,1.166
bah27.txt,sra42.txt,1.003
bah27.txt,sra126.txt,1.085
bah27.txt,toi94.txt,1.011
bah46.txt,bwa242.txt,1.179
bah46.txt,ehc106.txt,1.197
bah46.txt,eqw92.txt,1.049
bah46.txt,erk290.txt,1.109
bah46.txt,hte64.txt,1.176
bah47.txt,bah48.txt,1.131
bah47.txt,bah63.txt,1.394
bah47.txt,bah107.txt,1.404
bah47.txt,bah245.txt,1.56
bah47.txt,bgt15.txt,1.012
bah47.txt,bgt157.txt,1.51
bah47.txt,bgt160.txt,1.503
bah47.txt,bwa8.txt,1.355
bah47.txt,bwa25.txt,1.202
bah47.txt,bwa233.txt,1.067
bah47.txt,bwa242.txt,1.342
bah47.txt,bwa312.txt,1.037
bah47.txt,ecu52.txt,1.226
bah47.txt,ecu107.txt,1.296
bah47.txt,ecu114.txt,1.108
bah47.txt,edo96.txt,1.077
bah47.txt,edo147.txt,1.003
bah47.txt,edo193.txt,1.513
bah47.txt,eft161.txt,2.017
bah47.txt,enq79.txt,1.19
bah47.txt,enq93.txt,1.235
bah47.txt,eqw72.txt,1.008
bah47.txt,erk228.txt,1.961
bah47.txt,erk290.txt,1.492
bah47.txt,esv308.txt,1.003
bah47.txt,evj265.txt,1.105
bah47.txt,hte145.txt,1.089
bah47.txt,hte371.txt,1.229
bah47.txt,hte427.txt,1.727
bah47.txt,peh200.txt,1.138
bah47.txt,pnl190.txt,1.233
bah47.txt,saq250.txt,2.429
bah47.txt,smu235.txt,1.043
bah47.txt,sra191.txt,1.12
bah47.txt,tyc36.txt,1.123
bah48.txt,bah200.txt,1.011
bah48.txt,bah245.txt,1.381
bah48.txt,bah270.txt,1.003
bah48.txt,bgt15.txt,1.498
bah48.txt,bgt179.txt,1.54
bah48.txt,bgt182.txt,2.094
bah48.txt,bgt214.txt,1.105
bah48.txt,bgt306.txt,1.299
bah48.txt,bgt351.txt,1.313
bah48.txt,bgt353.txt,1.411
bah48.txt,bwa0.txt,1.847
bah48.txt,bwa8.txt,1.113
bah48.txt,bwa13.txt,1.239
bah48.txt,bwa136.txt,1.143
bah48.txt,bwa242.txt,1.539
bah48.txt,bwa249.txt,1.122
bah48.txt,bwa303.txt,2.381
bah48.txt,ckh31.txt,1.117
bah48.txt,ckh81.txt,1.092
bah48.txt,ckh117.txt,1.126
bah48.txt,ecu10.txt,1.921
bah48.txt,ecu61.txt,1.298
bah48.txt,ecu79.txt,1.031
bah48.txt,ecu107.txt,1.867
bah48.txt,ecu195.txt,1.333
bah48.txt,ecu212.txt,1.39
bah48.txt,ecu227.txt,1.07
bah48.txt,ecu242.txt,1.386
bah48.txt,ecu249.txt,1.112
bah48.txt,ecu294.txt,1.34
bah48.txt,edo291.txt,1.046
bah48.txt,eft142.txt,1.559
bah48.txt,eft222.txt,1.038
bah48.txt,ehc229.txt,1.024
bah48.txt,enq93.txt,1.714
bah48.txt,enq103.txt,1.169
bah48.txt,enq132.txt,1.255
bah48.txt,eqw265.txt,1.111
bah48.txt,eqw272.txt,2.603
bah48.txt,erk112.txt,1.154
bah48.txt,erk257.txt,1.021
bah48.txt,evj189.txt,1.068
bah48.txt,evj202.txt,1.419
bah48.txt,exw62.txt,1.105
bah48.txt,exw96.txt,1.105
bah48.txt,gqc70.txt,1.094
bah48.txt,hte64.txt,1.426
bah48.txt,hte167.txt,1.282
bah48.txt,hte319.txt,1.092
bah48.txt,peh225.txt,1.086
bah48.txt,prz260.txt,1.421
bah48.txt,saq61.txt,1.001
bah48.txt,saq87.txt,1.153
bah48.txt,saq149.txt,1.087
bah48.txt,smu338.txt,1.012
bah48.txt,sra126.txt,1.073
bah48.txt,sra191.txt,1.509
bah48.txt,toi70.txt,1.368
bah48.txt,tyc0.txt,1.014
bah48.txt,tyc32.txt,1.048
bah49.txt,bwa241.txt,1.207
bah49.txt,ehc171.txt,1.4
bah49.txt,eqw140.txt,1.076
bah49.txt,erk271.txt,15.477
bah49.txt,exw38.txt,1.002
bah49.txt,peh163.txt,2.442
bah49.txt,tyc30.txt,1.004
bah61.txt,bah64.txt,1.007
bah61.txt,bah107.txt,1.346
bah61.txt,bah150.txt,1.025
bah61.txt,bah187.txt,1.065
bah61.txt,bah267.txt,1.298
bah61.txt,bwa137.txt,1.129
bah61.txt,edo20.txt,1.192
bah61.txt,edo38.txt,1.116
bah61.txt,edo147.txt,3.568
bah61.txt,edo245.txt,1.384
bah61.txt,edo255.txt,1.041
bah61.txt,eft161.txt,1.405
bah61.txt,eft243.txt,1.114
bah61.txt,ehc207.txt,1.176
bah61.txt,eqw258.txt,1.016
bah61.txt,erk55.txt,1.11
bah61.txt,esv24.txt,1.129
bah61.txt,esv308.txt,2.178
bah61.txt,evj21.txt,1.069
bah61.txt,evj28.txt,1.476
bah61.txt,evj152.txt,1.439
bah61.txt,evj250.txt,1.127
bah61.txt,evj265.txt,1.777
bah61.txt,evj272.txt,1.054
bah61.txt,hce12.txt,1.02
bah61.txt,prz141.txt,1.319
bah61.txt,saq233.txt,1.042
bah61.txt,smu170.txt,1.098
bah61.txt,sra42.txt,1.32
bah61.txt,sra140.txt,1.1
bah61.txt,sra173.txt,1.186
bah61.txt,toi85.txt,1.02
bah61.txt,toi154.txt,1.18
bah61.txt,tyc6.txt,1.43
bah61.txt,tyc36.txt,1.646
bah62.txt,bah63.txt,20.686
bah62.txt,bah64.txt,1.745
bah62.txt,bah65.txt,1.203
bah62.txt,bah107.txt,1.261
bah62.txt,bah147.txt,1.042
bah62.txt,bah200.txt,2.009
bah62.txt,bgt16.txt,1.028
bah62.txt,bgt350.txt,1.381
bah62.txt,bmu415.txt,1.044
bah62.txt,bwa242.txt,1.545
bah62.txt,bwa249.txt,1.302
bah62.txt,ecu52.txt,1.081
bah62.txt,ecu61.txt,1.252
bah62.txt,ecu96.txt,1.136
bah62.txt,eft93.txt,1.028
bah62.txt,ehc19.txt,1.162
bah62.txt,ehc182.txt,1.001
bah62.txt,ehc207.txt,1.379
bah62.txt,eqw145.txt,1.384
bah62.txt,hal207.txt,1.207
bah62.txt,hce287.txt,3.651
bah62.txt,hte190.txt,1.143
bah62.txt,peh200.txt,1.014
bah62.txt,saq61.txt,1.102
bah62.txt,tyc18.txt,1.214
bah63.txt,bah64.txt,2.723
bah63.txt,bah65.txt,1.293
bah63.txt,bah68.txt,1.012
bah63.txt,bah69.txt,1.012
bah63.txt,bah107.txt,1.864
bah63.txt,bah200.txt,1.996
bah63.txt,bgt183.txt,1.229
bah63.txt,bgt350.txt,1.235
bah63.txt,bmu362.txt,1.242
bah63.txt,bwa0.txt,1.047
bah63.txt,bwa132.txt,1.384
bah63.txt,bwa233.txt,1.247
bah63.txt,bwa242.txt,1.191
bah63.txt,bwa312.txt,1.389
bah63.txt,ecu52.txt,1.207
bah63.txt,ecu201.txt,1.015
bah63.txt,ecu232.txt,1.477
bah63.txt,ecu287.txt,1.122
bah63.txt,ecu302.txt,1.053
bah63.txt,ecu312.txt,1.23
bah63.txt,edo255.txt,1.251
bah63.txt,ehc64.txt,1.268
bah63.txt,emt102.txt,1.244
bah63.txt,emt168.txt,1.161
bah63.txt,eqw145.txt,1.521
bah63.txt,erk112.txt,1.028
bah63.txt,esv46.txt,1.004
bah63.txt,esv254.txt,1.023
bah63.txt,esv269.txt,1.126
bah63.txt,esv276.txt,1.162
bah63.txt,euz143.txt,1.284
bah63.txt,evj202.txt,1.166
bah63.txt,evj265.txt,1.362
bah63.txt,exw229.txt,1.188
bah63.txt,hal255.txt,1.197
bah63.txt,hce287.txt,1.809
bah63.txt,hmd29.txt,1.614
bah63.txt,hmd240.txt,1.505
bah63.txt,hsz203.txt,1.327
bah63.txt,peh41.txt,1.066
bah63.txt,pko98.txt,1.134
bah63.txt,prz33.txt,1.512
bah63.txt,prz112.txt,1.011
bah63.txt,saq61.txt,1.126
bah63.txt,saq250.txt,1.495
bah63.txt,sra42.txt,1.049
